Taxonomy,Taxon_ID,target.gene,BRC.ID,Superclass,Class,Subclass,Gene_Name,EC.number,Accession,Alt.Locus.Tag,Feature.ID,Feature.Type,Start,End,Length.1,Strand.x,FIGfam.ID,PATRIC.genus.specific.families..PLfams.,PATRIC.cross.genus.families..PGfams.,Protein.ID,AA.Length,Patric_Product,GO
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1624c,fig|83332.111.peg.1804,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1804,PATRIC.83332.111.CP003248.CDS.1826005.1826538.rev,CDS,1826005,1826538,534,-,FIG01121868,PLF_1763_00011657,PGF_00947830,AFN49542.1,177,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1813c,fig|83332.111.peg.2018,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2018,PATRIC.83332.111.CP003248.CDS.2055688.2056119.rev,CDS,2055688,2056119,432,-,FIG01121868,PLF_1763_00003277,PGF_01088911,AFN49742.1,143,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1861,fig|83332.111.peg.2069,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2069,PATRIC.83332.111.CP003248.CDS.2109172.2109477.fwd,CDS,2109172,2109477,306,+,FIG01121868,PLF_1763_00002987,PGF_00409578,AFN49790.1,101,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1863c,fig|83332.111.peg.2071,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2071,PATRIC.83332.111.CP003248.CDS.2110598.2111305.rev,CDS,2110598,2111305,708,-,FIG01121868,PLF_1763_00003057,PGF_02410998,AFN49792.1,235,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1887,fig|83332.111.peg.2098,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2098,PATRIC.83332.111.CP003248.CDS.2136349.2137407.fwd,CDS,2136349,2137407,1059,+,FIG01121868,PLF_1763_00008362,PGF_00409464,AFN49817.1,352,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1888c,fig|83332.111.peg.2100,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2100,PATRIC.83332.111.CP003248.CDS.2137526.2138125.rev,CDS,2137526,2138125,600,-,FIG01121868,PLF_1763_00003174,PGF_10355947,AFN49818.1,199,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1891,fig|83332.111.peg.2104,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2104,PATRIC.83332.111.CP003248.CDS.2139748.2140155.fwd,CDS,2139748,2140155,408,+,FIG01121868,PLF_1763_00002935,PGF_03121979,AFN49822.1,135,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1892,fig|83332.111.peg.2105,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2105,PATRIC.83332.111.CP003248.CDS.2140172.2140483.fwd,CDS,2140172,2140483,312,+,FIG01121868,PLF_1763_00002221,PGF_01032743,AFN49823.1,103,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1903,fig|83332.111.peg.2117,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2117,PATRIC.83332.111.CP003248.CDS.2150371.2150775.fwd,CDS,2150371,2150775,405,+,FIG01121868,PLF_1763_00001749,PGF_00947829,AFN49835.1,134,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2044c,fig|83332.111.peg.2279,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2279,PATRIC.83332.111.CP003248.CDS.2289290.2289640.rev,CDS,2289290,2289640,351,-,FIG01121868,PLF_1763_00003867,PGF_03951514,AFN49985.1,116,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2077c,fig|83332.111.peg.2315,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2315,PATRIC.83332.111.CP003248.CDS.2333331.2334302.rev,CDS,2333331,2334302,972,-,FIG01121868,PLF_1763_00003034,PGF_02412354,AFN50019.1,323,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2091c,fig|83332.111.peg.2331,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2331,PATRIC.83332.111.CP003248.CDS.2348566.2349300.rev,CDS,2348566,2349300,735,-,FIG01121868,PLF_1763_00031896,PGF_03062218,AFN50035.1,244,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2113,fig|83332.111.peg.2356,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2356,PATRIC.83332.111.CP003248.CDS.2372686.2373831.fwd,CDS,2372686,2373831,1146,+,FIG01121868,PLF_1763_00002591,PGF_00720245,AFN50058.1,381,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2128,fig|83332.111.peg.2372,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2372,PATRIC.83332.111.CP003248.CDS.2390093.2390296.fwd,CDS,2390093,2390296,204,+,,PLF_1763_00003350,PGF_02412333,AFN50073.1,67,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2197c,fig|83332.111.peg.2444,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2444,PATRIC.83332.111.CP003248.CDS.2461512.2462156.rev,CDS,2461512,2462156,645,-,FIG01121868,PLF_1763_00002353,PGF_00409519,AFN50146.1,214,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2203,fig|83332.111.peg.2450,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2450,PATRIC.83332.111.CP003248.CDS.2468239.2468931.fwd,CDS,2468239,2468931,693,+,FIG01121868,PLF_1763_00002016,PGF_02933023,AFN50152.1,230,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2219A,fig|83332.111.peg.2467,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2467,PATRIC.83332.111.CP003248.CDS.2487002.2487424.rev,CDS,2487002,2487424,423,-,FIG00816212,PLF_1763_00002884,PGF_02873114,AFN50169.1,140,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2254c,fig|83332.111.peg.2508,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2508,PATRIC.83332.111.CP003248.CDS.2528530.2528985.rev,CDS,2528530,2528985,456,-,FIG01121868,PLF_1763_00002950,PGF_00408648,AFN50206.1,151,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2272,fig|83332.111.peg.2527,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2527,PATRIC.83332.111.CP003248.CDS.2545747.2546115.fwd,CDS,2545747,2546115,369,+,FIG01121868,PLF_1763_00003730,PGF_08133080,AFN50225.1,122,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2273,fig|83332.111.peg.2528,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2528,PATRIC.83332.111.CP003248.CDS.2546112.2546441.fwd,CDS,2546112,2546441,330,+,FIG01121868,PLF_1763_00003680,PGF_02938031,AFN50226.1,109,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2401A,fig|83332.111.peg.2681,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2681,PATRIC.83332.111.CP003248.CDS.2698052.2698255.rev,CDS,2698052,2698255,204,-,FIG00485194,PLF_1763_00054208,PGF_02429037,AFN50366.1,67,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2446c,fig|83332.111.peg.2738,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2738,PATRIC.83332.111.CP003248.CDS.2745777.2746148.rev,CDS,2745777,2746148,372,-,FIG01121868,PLF_1763_00002331,PGF_02298451,AFN50412.1,123,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2536,fig|83332.111.peg.2836,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2836,PATRIC.83332.111.CP003248.CDS.2860462.2861154.fwd,CDS,2860462,2861154,693,+,FIG01121868,PLF_1763_00010342,PGF_00408957,AFN50506.1,230,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2571c,fig|83332.111.peg.2873,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2873,PATRIC.83332.111.CP003248.CDS.2894903.2895970.rev,CDS,2894903,2895970,1068,-,FIG01121868,PLF_1763_00002640,PGF_10334613,AFN50541.1,355,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2576c,fig|83332.111.peg.2878,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2878,PATRIC.83332.111.CP003248.CDS.2900236.2900649.rev,CDS,2900236,2900649,414,-,FIG01121868,PLF_1763_00003175,PGF_02411283,AFN50546.1,137,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2597,fig|83332.111.peg.2900,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2900,PATRIC.83332.111.CP003248.CDS.2926365.2926985.fwd,CDS,2926365,2926985,621,+,FIG01121868,PLF_1763_00002178,PGF_03150596,AFN50567.1,206,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2599,fig|83332.111.peg.2902,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2902,PATRIC.83332.111.CP003248.CDS.2927487.2927918.fwd,CDS,2927487,2927918,432,+,FIG01121868,PLF_1763_00003059,PGF_00408587,AFN50569.1,143,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2600,fig|83332.111.peg.2903,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2903,PATRIC.83332.111.CP003248.CDS.2928000.2928401.fwd,CDS,2928000,2928401,402,+,FIG01121868,PLF_1763_00002834,PGF_10375062,AFN50570.1,133,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2617c,fig|83332.111.peg.2921,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2921,PATRIC.83332.111.CP003248.CDS.2945857.2946297.rev,CDS,2945857,2946297,441,-,FIG01121868,PLF_1763_00002702,PGF_08163832,AFN50589.1,146,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2620c,fig|83332.111.peg.2924,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2924,PATRIC.83332.111.CP003248.CDS.2947472.2947897.rev,CDS,2947472,2947897,426,-,FIG01121868,PLF_1763_00003145,PGF_00409240,AFN50592.1,141,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2709,fig|83332.111.peg.3014,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3014,PATRIC.83332.111.CP003248.CDS.3021867.3022295.fwd,CDS,3021867,3022295,429,+,FIG01121868,PLF_1763_00002361,PGF_01978450,AFN50682.1,142,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2719c,fig|83332.111.peg.3025,,Unknown,Hypothetical protein,,3.4.-.-,CP003248,VBIMycTub226894_3025,PATRIC.83332.111.CP003248.CDS.3031050.3031340.rev,CDS,3031050,3031340,291,-,FIG00485194,PLF_1763_00003997,PGF_00408970,AFN50692.1,96,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2732c,fig|83332.111.peg.3038,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3038,PATRIC.83332.111.CP003248.CDS.3044385.3044999.rev,CDS,3044385,3044999,615,-,FIG01121868,PLF_1763_00002818,PGF_03087827,AFN50705.1,204,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2799,fig|83332.111.peg.3112,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3112,PATRIC.83332.111.CP003248.CDS.3107820.3108407.fwd,CDS,3107820,3108407,588,+,FIG01121868,PLF_1763_00002230,PGF_00408678,AFN50774.1,195,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2806,fig|83332.111.peg.3121,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3121,PATRIC.83332.111.CP003248.CDS.3113278.3113469.fwd,CDS,3113278,3113469,192,+,FIG01121868,PLF_1763_00002754,PGF_02409988,AFN50782.1,63,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2876,fig|83332.111.peg.3201,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3201,PATRIC.83332.111.CP003248.CDS.3187673.3187987.fwd,CDS,3187673,3187987,315,+,FIG01417063,PLF_1763_00002753,PGF_00409113,AFN50859.1,104,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2972c,fig|83332.111.peg.3313,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3313,PATRIC.83332.111.CP003248.CDS.3327033.3327746.rev,CDS,3327033,3327746,714,-,FIG01121868,PLF_1763_00002528,PGF_00408770,AFN50956.1,237,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2980,fig|83332.111.peg.3322,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3322,PATRIC.83332.111.CP003248.CDS.3335940.3336515.fwd,CDS,3335940,3336515,576,+,FIG01121868,PLF_1763_00003312,PGF_05080594,AFN50965.1,191,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3064c,fig|83332.111.peg.3414,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3414,PATRIC.83332.111.CP003248.CDS.3429822.3430202.rev,CDS,3429822,3430202,381,-,FIG01121868,PLF_1763_00002752,PGF_12902609,AFN51054.1,126,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3092c,fig|83332.111.peg.3445,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3445,PATRIC.83332.111.CP003248.CDS.3460811.3461731.rev,CDS,3460811,3461731,921,-,FIG01030897,PLF_1763_00002413,PGF_03003628,AFN51083.1,306,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3162c,fig|83332.111.peg.3521,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3521,PATRIC.83332.111.CP003248.CDS.3531205.3531588.rev,CDS,3531205,3531588,384,-,FIG01315779,PLF_1763_00003313,PGF_02412139,AFN51154.1,127,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3163c,fig|83332.111.peg.3522,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3522,PATRIC.83332.111.CP003248.CDS.3531639.3532910.rev,CDS,3531639,3532910,1272,-,FIG00996000,PLF_1763_00002163,PGF_02412139,AFN51155.1,423,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3212,fig|83332.111.peg.3587,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3587,PATRIC.83332.111.CP003248.CDS.3589390.3590613.fwd,CDS,3589390,3590613,1224,+,FIG00485194,PLF_1763_00001738,PGF_07931364,AFN51213.1,407,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3271c,fig|83332.111.peg.3653,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3653,PATRIC.83332.111.CP003248.CDS.3652676.3653296.rev,CDS,3652676,3653296,621,-,FIG00000207,PLF_1763_00002919,PGF_02410738,AFN51277.1,206,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3335c,fig|83332.111.peg.3721,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3721,PATRIC.83332.111.CP003248.CDS.3721902.3722771.rev,CDS,3721902,3722771,870,-,FIG00672847,PLF_1763_00149822,PGF_02891591,AFN51345.1,289,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3395A,fig|83332.111.peg.3784,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3784,PATRIC.83332.111.CP003248.CDS.3811899.3812525.fwd,CDS,3811899,3812525,627,+,FIG00816212,PLF_1763_00002564,PGF_00408989,AFN51409.1,208,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3434c,fig|83332.111.peg.3828,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3828,PATRIC.83332.111.CP003248.CDS.3853395.3854093.rev,CDS,3853395,3854093,699,-,FIG01417063,PLF_1763_00002701,PGF_12908387,AFN51452.1,232,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3435c,fig|83332.111.peg.3829,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3829,PATRIC.83332.111.CP003248.CDS.3854119.3854934.rev,CDS,3854119,3854934,816,-,FIG00662132,PLF_1763_00128268,PGF_12908387,AFN51453.1,271,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3437,fig|83332.111.peg.3832,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3832,PATRIC.83332.111.CP003248.CDS.3857166.3857567.fwd,CDS,3857166,3857567,402,+,FIG01417063,PLF_1763_00003518,PGF_02412536,AFN51455.1,133,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3454,fig|83332.111.peg.3849,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3849,PATRIC.83332.111.CP003248.CDS.3874938.3876269.fwd,CDS,3874938,3876269,1332,+,FIG00662132,PLF_1763_00003015,PGF_02410969,AFN51472.1,443,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3629c,fig|83332.111.peg.4035,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4035,PATRIC.83332.111.CP003248.CDS.4068136.4069233.rev,CDS,4068136,4069233,1098,-,FIG01956050,PLF_1763_00002849,PGF_00409192,AFN51647.1,365,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3630,fig|83332.111.peg.4036,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4036,PATRIC.83332.111.CP003248.CDS.4069375.4070649.fwd,CDS,4069375,4070649,1275,+,FIG00638284,PLF_1763_00001157,PGF_03661863,AFN51648.1,424,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3675,fig|83332.111.peg.4086,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4086,PATRIC.83332.111.CP003248.CDS.4116210.4116557.fwd,CDS,4116210,4116557,348,+,FIG00692835,PLF_1763_00002970,PGF_00409370,AFN51692.1,115,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3689,fig|83332.111.peg.4103,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4103,PATRIC.83332.111.CP003248.CDS.4130658.4131890.fwd,CDS,4130658,4131890,1233,+,FIG00761799,PLF_1763_00002902,PGF_10369364,AFN51707.1,410,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3690,fig|83332.111.peg.4104,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4104,PATRIC.83332.111.CP003248.CDS.4131917.4132570.fwd,CDS,4131917,4132570,654,+,FIG00662487,PLF_1763_00065166,PGF_10369364,AFN51708.1,217,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3693,fig|83332.111.peg.4107,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4107,PATRIC.83332.111.CP003248.CDS.4134988.4136226.fwd,CDS,4134988,4136226,1239,+,FIG00485194,PLF_1763_00052984,PGF_00409679,AFN51711.1,412,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3695,fig|83332.111.peg.4109,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4109,PATRIC.83332.111.CP003248.CDS.4137342.4138316.fwd,CDS,4137342,4138316,975,+,FIG00485194,PLF_1763_00001855,PGF_01465600,AFN51713.1,324,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3723,fig|83332.111.peg.4139,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4139,PATRIC.83332.111.CP003248.CDS.4168714.4169478.fwd,CDS,4168714,4169478,765,+,FIG00662132,PLF_1763_00044430,PGF_01769695,AFN51744.1,254,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3737,fig|83332.111.peg.4157,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4157,PATRIC.83332.111.CP003248.CDS.4187877.4189466.fwd,CDS,4187877,4189466,1590,+,FIG01288841,PLF_1763_00002229,PGF_10345921,AFN51760.1,529,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3835,fig|83332.111.peg.4262,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4262,PATRIC.83332.111.CP003248.CDS.4309225.4310574.fwd,CDS,4309225,4310574,1350,+,FIG00662487,,,AFN51861.1,449,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3843c,fig|83332.111.peg.4270,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4270,PATRIC.83332.111.CP003248.CDS.4315746.4316693.rev,CDS,4315746,4316693,948,-,FIG00662132,PLF_1763_00003016,PGF_12893792,AFN51869.1,315,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3857c,fig|83332.111.peg.4292,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4292,PATRIC.83332.111.CP003248.CDS.4329595.4329792.rev,CDS,4329595,4329792,198,-,,PLF_1763_00003387,PGF_02412462,AFN51885.1,65,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0308,fig|83332.111.peg.344,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0344,PATRIC.83332.111.CP003248.CDS.377113.377829.fwd,CDS,377113,377829,717,+,FIG01121868,PLF_1763_00017191,PGF_06833838,AFN48163.1,238,"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0063,fig|83332.111.peg.71,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0071,PATRIC.83332.111.CP003248.CDS.66920.68359.fwd,CDS,66920,68359,1440,+,FIG01321859,PLF_1763_00025864,PGF_02412753,AFN47906.1,479,Putative oxidoreductase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3351c,fig|83332.111.peg.3740,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3740,PATRIC.83332.111.CP003248.CDS.3767517.3768311.rev,CDS,3767517,3768311,795,-,FIG01124638,PLF_1763_00057203,PGF_02412753,AFN51362.1,264,Putative oxidoreductase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3353c,fig|83332.111.peg.3742,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3742,PATRIC.83332.111.CP003248.CDS.3768907.3769170.rev,CDS,3768907,3769170,264,-,FIG00820017,PLF_1763_00003785,PGF_02412753,AFN51364.1,87,Putative oxidoreductase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3662c,fig|83332.111.peg.4072,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4072,PATRIC.83332.111.CP003248.CDS.4101443.4102213.rev,CDS,4101443,4102213,771,-,FIG01124638,PLF_1763_00001573,PGF_00042748,AFN51677.1,256,Putative oxidoreductase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1496,fig|83332.111.peg.1665,,Unknown,Hypothetical protein,,3.6.-.-,CP003248,VBIMycTub226894_1665,PATRIC.83332.111.CP003248.CDS.1686884.1687894.fwd,CDS,1686884,1687894,1011,+,FIG00007966,PLF_1763_00000875,PGF_09621708,AFN49410.1,336,putative periplasmic protein kinase ArgK and related GTPases of G3E family,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3837c,fig|83332.111.peg.4264,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4264,PATRIC.83332.111.CP003248.CDS.4311187.4311885.rev,CDS,4311187,4311885,699,-,FIG00997142,PLF_1763_00001419,PGF_00410118,AFN51863.1,232,putative phosphoglycerate mutase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3225c,fig|83332.111.peg.3603,,Unknown,Hypothetical protein,,2.7.1.190,CP003248,VBIMycTub226894_3603,PATRIC.83332.111.CP003248.CDS.3601013.3602437.rev,CDS,3601013,3602437,1425,-,FIG01331478,PLF_1763_00002767,PGF_02356531,AFN51230.1,474,putative phosphotransferase,
